ADDRESS,CITY,ZIPCODE,LONGITUDE,LATITUDE,MODES_SERV,MODE_BUS,MODE_RAIL,MODE_FERRY
Grant at Columbus,San Francisco,94133,-122.407245,37.798522,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Grove St at Divisadero,San Francisco,94117,-122.4377775,37.775946,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Harmon St at Adeline St,Berkeley,94703,-122.270582,37.849735,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Harrison St at 17th St,San Francisco,94110,-122.4130036,37.7638471,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Harrison St at 20th St,San Francisco,94110,-122.412544,37.758862,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Haste St at College Ave,Berkeley,94704,-122.2537994,37.86641794,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Haste St at Telegraph Ave,Berkeley,94704,-122.2588044,37.8660431,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Hearst Ave at Euclid Ave,Berkeley,94709,-122.2605532,37.87511169,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Horton St at 40th St,Emeryville,94608,-122.2876102,37.8297046,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Howard St at 8th St,San Francisco,94103,-122.4113061,37.7765126,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Howard St at Mary St,San Francisco,94103,-122.4056661,37.78100972,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Hubbell St at 16th St,San Francisco,94107,-122.3982954,37.76647422,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Irwin St at 8th St,San Francisco,94107,-122.3995794,37.7668828,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Isabella St at San Pablo Ave,Oakland,94612,-122.2748441,37.81498823,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Jack London Square,Oakland,94607,-122.279352,37.796248,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Jackson and Davis,San Francisco,94111,-122.398436,37.79728,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Jackson Playground,San Francisco,94107,-122.3987734,37.7650259,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Jackson St at 11th St,Oakland,94607,-122.266438,37.80000163,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Jackson St at 5th St,San Jose,95112,-121.8947978,37.34875869,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Jersey St at Castro St,San Francisco,94114,-122.4339496,37.750506,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Jersey St at Church St,San Francisco,94114,-122.4274114,37.7509004,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Julian St at 6th St,San Jose,95112,-121.8888891,37.3429973,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Julian St at The Alameda,San Jose,95126,-121.9125165,37.3322326,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Koshland Park,San Francisco,94102,-122.4273169,37.77341397,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Laguna St at Hayes St,San Francisco,94102,-122.426244,37.77643482,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Lake Merritt BART Station,Oakland,94607,-122.2653199,37.7973195,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Lakeshore Ave at Trestle Glen Rd,Oakland,94610,-122.2432677,37.8110807,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Lakeside Dr at 14th St,Oakland,94612,-122.2626418,37.8013189,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Locust St at Grant St,San Jose,95110,-121.8879312,37.3229796,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
MacArthur BART Station,Oakland,94609,-122.2663146,37.82840997,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
MacArthur Blvd at Telegraph Ave,Oakland,94609,-122.2651002,37.8262863,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Market at 10th,San Francisco,94103,-122.417385,37.776619,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Market at 4th,San Francisco,94103,-122.404966,37.786305,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Market at Battery,San Francisco,94111,-122.399051,37.7913,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Market St at 40th St,Emeryville,94608,-122.2739367,37.8305452,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Market St at 45th St,Emeryville,94608,-122.272968,37.834174,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Market St at 8th St,Oakland,94607,-122.282497,37.8036865,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Market St at Brockhurst St,Emeryville,94608,-122.2757325,37.8233214,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Market St at Dolores St,San Francisco,94114,-122.4268256,37.7693053,2,"No bus (transit, intercity, supplemental, or code-share) service available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Market St at Franklin St,San Francisco,94102,-122.421239,37.77379321,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Market Street at Sansome,San Francisco,94104,-122.400811,37.789625,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Marston Campbell Park,Oakland,94607,-122.2801923,37.8098236,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
McAllister St at Baker St,San Francisco,94115,-122.4418376,37.7774157,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
McCoppin St at Valencia St,San Francisco,94103,-122.4224232,37.77166246,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Milvia St at Derby St,Berkeley,94704,-122.2693844,37.8601246,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Mission Bay Kids Park,San Francisco,94158,-122.3930275,37.77230063,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Mission Dolores Park,San Francisco,94114,-122.4264353,37.7614205,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Mission Playground,San Francisco,94110,-122.4213392,37.7592103,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Mission St at 1st St,San Jose,95110,-121.9020161,37.3509643,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Mississippi St at 17th St,San Francisco,94107,-122.3947713,37.7648022,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
MLK Jr Way at 14th St,Oakland,94612,-122.2760402,37.8061628,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
MLK Jr Way at University Ave,Berkeley,94703,-122.2730677,37.8717192,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Morrison Ave at Julian St,San Jose,95126,-121.9085859,37.3336577,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Mosswood Park,Oakland,94609,-122.2604787,37.8249311,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Ninth St at Heinz Ave,Berkeley,94710,-122.2894154,37.8534894,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Ninth St at Parker St,Berkeley,94710,-122.2912095,37.8588682,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
North Berkeley BART Station,Berkeley,94702,-122.283019,37.8740141,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
O'Farrell St at Divisadero St,San Francisco,94115,-122.4394459,37.7824046,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Oak St at 1st St,San Jose,95110,-121.8810904,37.32212463,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Oregon St at Adeline St,Berkeley,94703,-122.2675583,37.8575672,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Page St at Scott St,San Francisco,94117,-122.4356498,37.772406,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Palm St at Willow St,San Jose,95110,-121.884995,37.3172979,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Parker St at Fulton St,Berkeley,94704,-122.2647911,37.8624644,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Paseo de San Antonio - S 2nd Street,San Jose,95113,-121.886943,37.333798,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Pierce Ave at Market St,San Jose,95113,-121.884559,37.327581,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Pierce St at Haight St,San Francisco,94117,-122.4337079,37.7717933,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Potrero Ave and Mariposa St,San Francisco,94110,-122.4073774,37.76328094,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Powell at Post,San Francisco,94102,-122.408499,37.788446,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Precita Park,San Francisco,94110,-122.4114029,37.7472996,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Raymond Kimbell Playground,San Francisco,94115,-122.4345589,37.78381271,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Rhode Island St at 17th St,San Francisco,94107,-122.4025701,37.7644783,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Rockridge BART Station,Oakland,94618,-122.2519004,37.84427875,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Russell St at College Ave,Berkeley,94705,-122.2532529,37.8584732,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
S Park St at 3rd St,San Francisco,94107,-122.3949894,37.7807601,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
S. Market St at Park Ave,San Jose,95113,-121.890429,37.332398,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Antonio Park,Oakland,94606,-122.2423732,37.79013985,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Bruno Ave at 16th St,San Francisco,94103,-122.4056768,37.76600774,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Carlos St at 11th St,San Jose,95112,-121.8766132,37.3364659,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Fernando at 7th St,San Jose,95112,-121.8830739,37.337246,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Fernando St at 4th St,San Jose,95192,-121.88566,37.335885,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Francisco City Hall (Polk St at Grove St),San Francisco,94102,-122.41823,37.77865,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Francisco Public Library (Grove St at Hyde St),San Francisco,94102,-122.4159292,37.7787677,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Pablo Ave at 27th St,Oakland,94607,-122.2756976,37.8178269,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Pablo Ave at MLK Jr Way,Oakland,94612,-122.2734217,37.8113514,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Pablo Park,Berkeley,94702,-122.2831267,37.85578332,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
San Salvador at 1st,San Jose,95113,-121.885831,37.330165,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Sanchez St at 15th St,San Francisco,94114,-122.4310597,37.7662185,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Sanchez St at 17th St,San Francisco,94114,-122.4306746,37.7632417,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Santa Clara at Alamaden,San Jose,95110,-121.894902,37.333988,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Santa Clara St at 7th St,San Jose,95112,-121.8841054,37.3391456,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
SAP Center,San Jose,95110,-121.900084,37.332692,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Scott St at Golden Gate Ave,San Francisco,94115,-122.4368608,37.7789994,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Second at Folsom,San Francisco,94107,-122.396236,37.785299,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Shafter Ave at Cavour St,Oakland,94618,-122.2572427,37.8379469,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Shattuck Ave at 51st St,Oakland,94609,-122.2640037,37.8368013,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Shattuck Ave at 55th St,Oakland,94609,-122.2644881,37.8403643,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Shattuck Ave at Hearst Ave,Berkeley,94704,-122.2686176,37.8737917,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Shattuck Ave at Telegraph Ave,Oakland,94609,-122.2634901,37.8332786,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
SJSU San Salvandor at 9th,San Jose,95112,-121.877349,37.333955,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Snow Park,Oakland,94612,-122.2644961,37.80781318,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
South Van Ness Avenue at Market,San Francisco,94103,-122.419089,37.774834,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
Spear at Folsom,San Francisco,94105,-122.390264,37.789625,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Stanford Ave at Hollis St,Emeryville,94608,-122.2886647,37.8384435,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Steuart Street at Market,San Francisco,94105,-122.394434,37.794139,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Telegraph Ave at 19th St,Oakland,94612,-122.2699271,37.8087021,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Telegraph Ave at 23rd St,Oakland,94612,-122.2687726,37.8126783,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Telegraph Ave at 27th St,Oakland,94612,-122.2678864,37.81607312,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Telegraph Ave at 58th St,Oakland,94609,-122.261351,37.8444927,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Telegraph Ave at Alcatraz Ave,Oakland,94609,-122.2601724,37.85022187,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Telegraph Ave at Ashby Ave,Berkeley,94705,-122.2597949,37.8559558,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Telegraph Ave at Carleton St,Berkeley,94704,-122.258801,37.8623199,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
The Embarcadero at Steuart St,San Francisco,94105,-122.391034,37.791464,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Townsend St at 5th St,San Francisco,94107,-122.39738,37.7753058,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Union St at 10th St,Oakland,94607,-122.2893702,37.8072393,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
University Ave at Oxford St,Berkeley,94704,-122.2664467,37.8723555,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Valencia St at 16th St,San Francisco,94103,-122.4218661,37.765052,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Valencia St at 21st St,San Francisco,94110,-122.421025,37.7567083,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Valencia St at 22nd St,San Francisco,94110,-122.4209752,37.7552126,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Valencia St at 24th St,San Francisco,94110,-122.4206278,37.7524278,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Valencia St at Cesar Chavez St,San Francisco,94110,-122.4202187,37.7479981,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Valencia St at Clinton Park,San Francisco,94103,-122.4222851,37.76918818,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Victoria Manalo Draves Park (Folsom St @ Columbia Square St),San Francisco,94103,-122.40645,37.777828,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Vine St at Shattuck Ave,Berkeley,94709,-122.2695923,37.88022245,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Virginia St at Shattuck Ave,Berkeley,94709,-122.2695279,37.87657255,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Washington at Kearny,San Francisco,94111,-122.404767,37.795425,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Washington St at 8th St,Oakland,94607,-122.2748943,37.8007544,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Webster St at 19th St,Oakland,94612,-122.2665882,37.80696976,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Webster St at 2nd St,Oakland,94607,-122.2739697,37.79519476,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Webster St at Grove St,San Francisco,94102,-122.4295585,37.7770527,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Webster St at O'Farrell St,San Francisco,94115,-122.4311578,37.78352084,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
West Oakland BART Station,Oakland,94607,-122.2948365,37.8053183,3,"Bus (transit, intercity, supplemental, or code-share) service is available","Rail (intercity, heavy, light, or commuter) service is available",No ferry (intercity or transit) service available
West St at 40th St,Oakland,94609,-122.2709501,37.8302232,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
West St at University Ave,Berkeley,94702,-122.2865331,37.86996671,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
William St at 10th St,San Jose,95112,-121.8759263,37.3327938,1,"No bus (transit, intercity, supplemental, or code-share) service available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
Willow St at Vine St,San Jose,95110,-121.8831724,37.3184498,2,"Bus (transit, intercity, supplemental, or code-share) service is available","No rail (intercity, heavy, light, or commuter) service available",No ferry (intercity or transit) service available
